symbol,horizon_days,last_close,pred_close,actual_close,pred_return,actual_return
sh.600792,10,3.47,3.0387669,3.26,-0.12427467983806517,-0.060518731988472685
sz.300798,10,7.41179348,5.477972,7.90125154,-0.26091140485478714,0.06603773584905648
sh.600848,10,9.73837704,8.594769,9.41507076,-0.1174331730156628,-0.033199195171025986
sz.300878,10,15.4932375,13.876928,16.7025625,-0.10432352634704178,0.07805502239283424
sz.301199,10,25.499235,20.814497,23.87463,-0.18372072754266722,-0.06371191135734067
sh.688265,10,28.04,23.128574,26.66,-0.17515783269123064,-0.04921540656205414
sz.301296,10,9.7486875,7.5257335,9.8480625,-0.2280259808392927,0.010193679918450327
sz.300466,10,9.43,6.248434,10.07,-0.33738769175265526,0.06786850477200423
sz.300761,10,17.78633672,17.56471,18.20754168,-0.012460469315492162,0.023681377825618855
sz.301368,10,85.798638,94.17187,73.2734352,0.09759163508639235,-0.14598370197904542
sh.603583,10,46.33266124,47.382957,40.64027888,0.022668592530345588,-0.12285895538168756
sh.603163,10,25.2157128,21.860348,24.26108352,-0.13306643674166785,-0.037858508604206476
sz.301303,10,13.628244,10.82212,13.15006,-0.20590505182989172,-0.03508771929824561
sh.688276,10,23.29206608,23.765118,22.3695098,0.020309557925815014,-0.03960817717206144
sz.300824,10,9.65222944,7.458026,9.83710077,-0.22732608267629284,0.019153225806451513
sh.600903,10,6.6237696,6.309342,6.6436608,-0.04746959986331345,0.0030030030030030463
sh.688187,10,47.1007575,43.421196,46.4025375,-0.0781210687771483,-0.014823965410747375
sh.688183,10,29.66561728,24.060753,29.67545336,-0.18893469697414145,0.0003315649867374759
sh.603303,10,11.6298544,9.630109,11.371215,-0.17194932093793114,-0.02223926380368102
sz.301382,10,41.32234602,44.35806,31.50127104,0.07346419557045669,-0.23766983063465474
sh.688325,10,46.86164195,37.820477,45.15582003,-0.1929331760859817,-0.036401240951396074
sz.301151,10,15.7199616,13.756535,14.82722304,-0.1249002429868521,-0.05679012345679013
sh.688685,10,60.3404397,62.164673,54.592308,0.03023234766985805,-0.0952616807000164
sh.688419,10,24.50936803,20.455566,22.50258897,-0.16539804775007083,-0.0818780417978815
sh.600676,10,4.29,3.8389037,4.07,-0.10515066071268009,-0.05128205128205121
sh.688157,10,31.5042886,26.192062,31.19173196,-0.16861914546041556,-0.009921082299887307
sz.300758,10,13.2188456,11.028734,13.90566815,-0.1656809875172972,0.051957831325301296
sh.688236,10,13.53443112,11.833559,13.44538881,-0.12567000922792515,-0.006578947368421018
sh.688012,10,136.78840534,108.5626,123.39812534,-0.2063464815436169,-0.09789046057461692
sh.603917,10,13.40109785,10.197091,12.44457375,-0.2390853930970963,-0.07137654770575375
sz.300989,10,14.4402029,12.454646,15.97915878,-0.13750200071394647,0.1065743944636679
sh.688426,10,22.5,19.046316,19.36,-0.153497060139974,-0.13955555555555554
sh.600719,10,6.7,6.3301125,6.62,-0.05520709592904616,-0.011940298507462699
sz.301285,10,33.53877525,23.785538,28.64624775,-0.29080482091466464,-0.14587674903245018
sz.301233,10,33.92052833,28.225021,32.7198638,-0.1679073778652821,-0.035396398261229645
sh.603043,10,15.3267189,13.405504,15.07361712,-0.1253506824161451,-0.016513761467889854
sh.605196,10,15.08126627,8.112,13.77548578,-0.4621141010201747,-0.08658294778585596
sz.300261,10,6.9,5.1161337,6.94,-0.25853134929269983,0.005797101449275477
sh.605286,10,45.33460128,39.51486,39.6006984,-0.12837309405691966,-0.12647961420429643
sz.300162,10,7.65,6.7030115,7.06,-0.1237893447377324,-0.077124183006536
sh.601628,10,38.8971722,34.67816,37.1469961,-0.10846574031688216,-0.0449949443882709
sz.300569,10,4.7159445,4.2422647,5.18355925,-0.10044218128105009,0.09915611814345993
sh.600956,10,7.147325,7.0066915,6.952575,-0.01967638860118104,-0.027247956403269713
sz.301159,10,34.47,28.685394,30.02,-0.16781565746709093,-0.12909776617348412
sz.300168,10,9.0,6.9566855,8.08,-0.22703493965996635,-0.10222222222222221
sz.300748,10,20.82304487,16.457226,19.80992554,-0.20966285659449058,-0.04865375531412386
sz.300882,10,16.2460158,14.022958,15.8329815,-0.13683711905420848,-0.025423728813559143
sh.601611,10,8.97589875,7.436209,8.9264175,-0.17153597551300992,-0.0055126791620728754
sh.600115,10,3.79,3.6416943,3.73,-0.03913078962341143,-0.0158311345646438
sz.301170,10,25.51912352,21.770603,24.58955422,-0.14689063819650972,-0.0364263803680982
sh.600693,10,7.3801794,2.3069916,5.9396631,-0.6874071140942133,-0.19518716577540118
sz.301429,10,17.266704,13.544597,16.4180016,-0.21556559537604258,-0.04915254237288136
sh.600505,10,10.89401685,9.265306,11.0038557,-0.14950503562161088,0.010082493125572967
sz.300221,10,8.18,7.569007,8.01,-0.07469353057935935,-0.020782396088019572
sz.300600,10,8.52,5.800271,8.22,-0.3192170147604785,-0.035211267605633645
sh.601568,10,3.96688432,3.708579,3.8994858,-0.0651153993279221,-0.016990291262136026
sz.300693,10,39.06096072,34.26652,34.04413568,-0.12274248195046888,-0.12843578210894557
sh.600769,10,10.25,6.767971,9.9,-0.3397101425543064,-0.03414634146341455
sz.301321,10,15.88,12.0392,16.99,-0.24186399061073283,0.0698992443324935
sz.300561,10,48.783714,22.025127,42.5115222,-0.5485147479568966,-0.12857142857142856
sh.600968,10,3.7125722,3.7211285,3.7513458,0.0023046726862625544,0.010443864229765065
sh.603609,10,7.72615389,6.6787705,7.76592817,-0.1355633556834609,0.005148005148005064
sh.688768,10,53.52757984,39.103115,51.03448748,-0.2694772452132014,-0.04657584683357874
sz.301026,10,15.40553365,12.620617,14.83625299,-0.1807737920950374,-0.036952998379254476
sh.601929,10,2.12,1.4545486,1.9,-0.3138921710680116,-0.10377358490566047
sz.300130,10,22.5345389,16.905907,20.42869116,-0.24977800733938726,-0.09344978165938866
sh.600629,10,8.0822972,5.519447,7.9837326,-0.31709429717296234,-0.012195121951219412
sz.300682,10,13.527315,8.891481,12.373372,-0.3427016817797077,-0.08530465949820787
sz.300615,10,13.74522475,11.438404,12.2466479,-0.16782706057593177,-0.10902527075812285
sz.301399,10,18.576241,13.389352,16.48132915,-0.2792216765066948,-0.11277372262773722
sh.688526,10,14.4280904,12.078923,14.7255768,-0.1628189947158335,0.020618556701030855
sh.605258,10,33.66515152,26.826138,29.55330378,-0.20314817158070497,-0.12213958810068659
sh.603987,10,7.26436122,6.103138,7.17810891,-0.15985207988174588,-0.01187335092348285
sh.600257,10,5.0,4.3137918,4.71,-0.1372416496276856,-0.05800000000000005
sh.603895,10,28.85,18.17178,25.25,-0.37012895554355774,-0.12478336221837094
sh.603618,10,8.47566688,8.338058,6.85182416,-0.016235702779332506,-0.19158878504672905
sz.301158,10,11.6230935,9.281225,14.01520113,-0.2014840795638636,0.20580645161290323
sz.300730,10,14.2,11.151514,13.23,-0.21468210891938544,-0.06830985915492949
sh.688398,10,17.720052,13.642262,16.2011904,-0.23012288796888014,-0.08571428571428563
sh.600830,10,9.75736993,7.7447143,9.64773656,-0.20627030484009545,-0.011235955056179692
sz.300110,10,3.21,3.118939,3.17,-0.028367936796859783,-0.012461059190031154
sh.603110,10,18.06294012,11.668125,16.62747468,-0.35402957242445365,-0.07947019867549676
sz.300412,10,5.47133763,4.341185,5.18850556,-0.20655872722553492,-0.05169340463458105
sh.600482,10,22.758187,21.528303,21.6326194,-0.05404138096051736,-0.04945770065075927
sz.300018,10,7.28441434,4.886147,7.03898259,-0.3292326885612997,-0.03369272237196763
sh.603107,10,16.295401,14.958772,15.72985473,-0.08202494031122998,-0.03470588235294114
sh.600163,10,5.15113378,4.851814,5.07278954,-0.058107593318538764,-0.015209125475285301
sh.603009,10,46.83260064,28.290411,43.37789987,-0.39592483422070757,-0.07376700680272108
sz.300765,10,36.984793,21.765862,36.984793,-0.4114915957152858,0.0
sh.600007,10,20.5539866,19.676018,20.643742,-0.04271525791349562,0.004366812227074135
sz.300278,10,6.87,3.3565493,6.21,-0.5114193212517484,-0.09606986899563319
sh.688218,10,25.13906368,15.139257,22.32380576,-0.3977795822572866,-0.11198738170347
sz.301136,10,12.42,11.211121,11.93,-0.0973332845838365,-0.03945249597423517
sz.300422,10,4.53,4.0256724,4.29,-0.11133058813234042,-0.052980132450331174
sz.300890,10,32.5010916,26.030472,29.53013292,-0.19908930684168746,-0.0914110429447853
sh.600843,10,13.32,11.886675,12.1,-0.10760699091730896,-0.09159159159159169
sz.300845,10,9.99822014,7.5459704,8.90650018,-0.24526862439029196,-0.10919143054595726
sz.301359,10,17.77003754,14.740468,16.60660562,-0.17048751348853264,-0.06547155105222136
sz.301298,10,15.1150965,12.096537,16.559214,-0.19970496805279814,0.09554140127388533
sh.603176,10,4.97896806,3.8938541,4.7702688,-0.21793952194275534,-0.041916167664670545
sh.688506,10,212.02,168.55678,236.99,-0.20499585909771934,0.11777190831053663
sz.301051,10,14.73153294,13.994681,14.24463826,-0.05001866300429947,-0.033051189036678696
sh.688530,10,18.94580298,18.231924,17.79032814,-0.03768005630306437,-0.060988433228180816
sh.603078,10,17.81307136,14.599062,18.94626898,-0.18042982757453097,0.0636160714285714
sz.399001,10,10978.2984,8679.676,10607.3309,-0.20937877027919005,-0.033790983491576276
sz.301000,10,35.093525,12.178059,42.369253,-0.6529827475505074,0.20732394366197182
sh.601077,10,5.30401996,4.728226,5.64137812,-0.10855799553873269,0.06360424028268552
sh.688019,10,91.1725997,68.290344,97.04253566,-0.25097732802412076,0.06438267614738202
sh.603803,10,11.81,4.3657103,10.1,-0.630337827393405,-0.14479254868755298
sz.300014,10,48.78777176,36.28634,47.13727928,-0.2562411133540905,-0.033830044301248474
sz.300507,10,9.63531068,6.352934,7.80946396,-0.3406612308979545,-0.1894953656024716
sh.688006,10,19.66102545,15.102889,18.175308,-0.23183614713371314,-0.07556663073237613
sh.605222,10,16.01801916,15.083704,15.5592216,-0.0583290078452513,-0.028642590286425906
sz.301189,10,19.1774514,15.281093,17.50612044,-0.2031739606578905,-0.08715083798882672
sz.300966,10,19.66,15.388223,16.37,-0.217282670681741,-0.16734486266531023
sh.600535,10,14.83968925,13.173441,14.83512582,-0.11228323509351523,-0.0003075151994843539
sh.688238,10,5.61,4.4561815,6.14,-0.2056717422131762,0.0944741532976825
sh.600182,10,15.49240088,13.186412,14.49169556,-0.14884645964538323,-0.06459330143540665
sh.601908,10,2.77,2.238865,2.63,-0.191745523941646,-0.05054151624548742
sh.600129,10,21.81,21.826378,20.18,0.000750933913449936,-0.07473635946813384
sz.300638,10,33.1054179,39.094963,30.49800003,0.18092341234968878,-0.07876106194690258
sh.600021,10,8.72207262,8.070292,8.68419174,-0.07472766801621111,-0.00434310532030413
sh.688602,10,6.9,6.5982203,6.79,-0.04373618139736901,-0.01594202898550734
sh.603221,10,9.80021172,8.678575,9.30823322,-0.11445029862347156,-0.050200803212851364
sh.600691,10,2.13,1.6287408,2.17,-0.23533296361215794,0.018779342723004744
sz.300184,10,10.44,5.8572764,10.03,-0.43895819543421954,-0.039272030651340994
sh.600519,10,1569.98121156,1306.9817,1528.70677476,-0.16751762388643332,-0.02628976480488454
sh.600399,10,6.3646956,5.1807346,5.8965568,-0.18602004557776275,-0.07355242566510178
sh.600293,10,3.09,2.3222218,3.0,-0.24847192363060022,-0.029126213592232997
sz.300277,10,13.05873944,6.8418283,11.8938294,-0.4760728340060638,-0.08920539730134935
sh.600623,10,6.65696568,6.1774645,7.24348248,-0.07202999352575046,0.08810572687224671
sh.600212,10,9.61,6.012044,9.34,-0.3743970912651514,-0.02809573361082207
sh.600550,10,7.52,5.406219,8.62,-0.28108789819352165,0.14627659574468077
sz.301331,10,23.6609952,21.360113,23.8045692,-0.097243671985492,0.0060679611650484855
sh.601598,10,4.83667308,4.3922586,4.97948823,-0.09188432390307344,0.02952755905511828
sh.603444,10,220.64562,170.62149,207.6426153,-0.22671707474403702,-0.05893162393162399
sh.600507,10,4.1365542,3.635784,4.02244236,-0.12105976739012803,-0.027586206896551668
sz.301302,10,26.4,16.653801,22.91,-0.3691742058956261,-0.1321969696969696
sh.603077,10,1.86,1.6338958,1.85,-0.12156142214293131,-0.005376344086021501
sz.300900,10,22.17,17.215427,20.4,-0.22348094728544698,-0.07983761840324777
sz.300809,10,35.32631495,16.965816,51.99794398,-0.5197399864147807,0.4719322990126942
sh.600327,10,5.31635385,2.7504911,4.88905812,-0.48263580268026185,-0.0803738317757009
sz.301322,10,23.47606018,19.574038,25.35256478,-0.16621283972701584,0.07993268826251576
sh.603568,10,16.2720761,14.912463,16.80003208,-0.0835549750058392,0.03244552058111383
sh.600283,10,9.44396244,7.656255,9.1974333,-0.1892963555272693,-0.026104417670682722
sz.300177,10,11.83,8.907162,10.51,-0.2470700158371526,-0.11158072696534238
sz.301003,10,26.84979471,19.128487,27.72014358,-0.2875741941454576,0.0324154757755315
sh.603039,10,59.85801336,20.486984,52.703603,-0.6577403240946837,-0.11952301719356628
sh.605378,10,17.64869378,19.891394,16.69208744,0.12707455347434915,-0.05420267085624497
sh.603209,10,15.53119893,12.832028,15.32722446,-0.17379022399933608,-0.013133208255159512
sh.603815,10,6.659675,5.575688,7.40405,-0.16276877095587639,0.1117734724292101
sz.301133,10,24.14714731,20.88969,23.51143467,-0.13490027906862012,-0.026326614561908768
sz.300287,10,7.15,4.982106,6.07,-0.30320192883898334,-0.151048951048951
sz.300887,10,9.12,7.006436,8.07,-0.2317504527276022,-0.11513157894736836
sz.301112,10,27.84380632,20.81525,26.16839104,-0.25242798497068,-0.06017191977077363
sz.300337,10,14.17663302,9.035679,11.97870542,-0.3626357647279078,-0.15503875968992242
sh.688163,10,17.56774155,13.6251745,17.03982945,-0.22442082360894577,-0.030050083472454192
sh.600151,10,7.55,5.880207,7.07,-0.2211646275804532,-0.06357615894039725
sz.300700,10,8.61,6.893756,9.69,-0.19933148515902877,0.1254355400696865
sz.300703,10,15.69182617,9.315061,14.84361935,-0.4063749805393396,-0.05405405405405406
sz.301356,10,17.49,12.403796,16.34,-0.2908063924537514,-0.06575185820468832
sz.300092,10,12.3832239,9.835449,12.36372276,-0.20574405355377612,-0.0015748031496063408
sh.603226,10,7.2,6.089848,6.63,-0.15418777200910783,-0.07916666666666672
sh.600405,10,5.91,3.374,5.24,-0.42910320262618473,-0.11336717428087983
sz.300215,10,6.4,5.102159,6.29,-0.20278765261173248,-0.017187500000000022
sh.688570,10,22.06244584,16.34788,20.36157496,-0.2590178111553365,-0.07709348692955253
sh.688292,10,23.4842826,16.656815,21.41330578,-0.2907249985488033,-0.08818565400843881
sz.300637,10,9.90015042,9.112216,9.59108228,-0.07958812652176095,-0.031218529707955578
sz.300112,10,9.45,7.241832,8.9,-0.23366859476402313,-0.05820105820105814
sz.300413,10,28.0086515,20.74874,27.50390195,-0.259202491681768,-0.018021201413427557
sh.600690,10,26.0800176,24.997244,25.94627392,-0.041517369174414065,-0.005128205128205221
sh.600318,10,9.18220706,6.3047743,9.9979611,-0.313370495441344,0.08884073672806059
sh.688015,10,20.6515406,16.683327,20.0427212,-0.19215098552059573,-0.029480580252690736
sz.301131,10,38.73753416,32.317265,37.20531932,-0.16573769452121567,-0.03955375253549698
sh.601006,10,6.29709424,6.0156784,6.33572672,-0.04468979238879567,0.006134969325153339
